"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"AGE_GROUP"
-0.0280300341651044	0.0514594856325516	-0.0681266835233585	0.0235559426183227	-0.0584739915993227	0.0875545262221718	-0.0161281654310354	0.0402033788556209	-0.0646408469554586	0.0557819570691405	-0.0358803129186648	0.0621427041624288	-0.114731954502672	0.0757455552759424	-0.0566089798594553	0.0478180225190234	-0.0205258192471919	0.0712869821338174	-0.0468219705798915	4
0.0466779628061644	0.0398164955333224	-0.0474487342033963	0.0175559711253164	0.0418791522203953	0.140201064302766	0.0340390451226254	-0.0166091291529661	0.0224252640301554	0.122007803211839	0.115230139937832	0.0824035732125896	0.0518676594018415	-0.0558904208938624	0.0763384033384147	0.00146870292566231	-0.0370195022905747	0.0819676218086375	0.0727258379097938	2
-0.0844649257154134	-0.0381237725490431	0.0908809521988069	-0.0334203964086464	-0.0593962206207683	0.0876804362368928	-0.0525569260614277	-0.0580359458376056	0.00664159767091496	0.0538954115956455	-0.167683375676696	-0.0870857435127834	0.0344625263009601	-0.0725279627838584	0.0223479742057497	0.17969774749582	-0.0263140567627823	-0.0724289375388231	0.0285274221481764	5
-0.0939465978131822	0.0401299113027875	0.0444756536103812	-0.0289227403532992	0.0149712994771954	-0.0250505872644038	0.0182174615898423	0.0300579565613425	-0.0858740836505274	-0.0229192727933497	-0.0901079451148783	0.0738182401244146	-0.035443114959282	-0.079495491238222	0.0258699518420571	0.00566199166399554	0.00130498440949847	-0.0463603141878169	0.0117427330851787	4
-0.0850976443582403	0.0353311182853476	0.0306560461281228	0.00740707370431221	0.0678045417846495	-0.0359554242555498	-0.0396831589067436	0.048010492367432	-0.0327085014049608	0.00936804366939611	0.104190078668273	-0.0120948863849621	0.0580907784731336	-0.0660637342017858	-0.113450432322866	0.0865391023773139	-0.0574589434898777	0.0362504202355142	-0.041099281442808	5
-0.0362301721276079	0.0903875351890382	0.030312697833619	0.00430474064587774	0.0359717591905702	-0.0848025605105587	-0.0387651814229331	-0.100351495677024	-0.0339253941331817	-0.0141255339441437	0.108120060194023	0.14870414820571	-0.00910305163915467	0.0302216407288893	-0.0670328984884213	-0.0310855959531776	0.0320002946423356	-0.00986941891725118	-0.0594198210563464	5
0.150168339909264	-0.0958804928526789	0.0171358010020064	-0.0501925752717144	0.257212372357335	-0.0124720975312203	-0.0920805787566699	-0.0686176786243792	-0.0927905091404517	-0.230247428568816	-0.0598008423547316	-0.0463103761250155	-0.0936835986890174	0.0363477899852713	-0.145776794301165	0.00545219824271456	-0.0380462373968942	0.138441027040859	0.0529087152550063	1
0.0154375496519238	-0.164468279130995	-0.0182771796303793	-0.205972146010748	0.0622650641660558	0.0171691511839226	-0.0966796623605107	0.046335735277826	0.022593203833373	0.126407441793716	-0.0153993280197461	0.102592346310064	-0.0346374178571571	0.0659595431275376	-0.0309037029087086	0.0131325977083818	-0.224890437662169	0.0791725001777185	0.0107136951789711	5
3.4484277368619e-05	0.0609486081431123	0.0275841643753035	0.0376969199821972	-0.0270923959780479	-0.0381411484703807	-0.0682745181732921	-0.0384946569825306	0.0167030873141896	-0.0207595049395697	0.0343942773745672	0.01898020864465	0.0751790228377221	-0.00160486661449522	-0.0327349931683067	-0.0474828130700244	-0.0744265692678147	-0.0229522383235724	0.146208046893231	5
-0.0636215757614137	0.0160243383050752	0.0187399244427755	-0.0428253094704543	0.00631653379368163	-0.0154152475240509	0.0182256345016244	-0.110284455780933	0.0662912833555085	0.0758163889859808	-0.107194008277904	0.0158415980337874	0.0263318658768235	-0.0522414131660811	-0.0264745204758631	-0.00856652274714849	0.107300361895863	-0.0335888411885252	0.00598176297055125	5
