"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SEX"
0.0363503930381998	-0.0114543408839555	-0.000366595042298345	-0.0469739044926674	-0.0131947411291085	0.00592424832701018	-0.0556024023284363	0.0703894379611831	-0.108461844769337	0.0283409197532529	-0.104249688865322	0.022926735874917	1
-0.000240028629756472	-0.156238693264782	0.229591296671136	-0.0276626767807606	0.0985608083149508	-0.0781796380084958	-0.00822746710040513	0.0662217203054868	-0.0200909749096309	-0.0200542320349256	0.032252861309758	0.0765497279057585	1
0.020948835985189	-0.0183952257657243	-0.0905749435037069	-0.0691984194330451	0.0395382485556579	-0.183899289643152	-0.0350134289575681	0.0211823152049848	-0.0129181657303257	0.147783531414863	-0.0945405081962128	0.109247847401801	1
-0.0184016465329211	-0.0982354917198054	0.0897383450226047	-0.0352568991314801	0.0243559129969418	0.0607821452386981	-0.169074977200394	0.0528526447874668	0.0488215818719333	0.0336013228506488	-0.106170484059085	-0.0618062199219537	2
0.0285708925625375	-0.0216584351071831	0.110978007552207	-0.0168078712656423	0.0148371282816373	-0.0112117913797701	-0.0846646886069357	0.0274630905779282	-0.0218411940094285	0.00306158101317609	0.00692909455315066	0.0096877981851639	1
0.00383012228895373	0.0453205870092119	0.0528705168736983	-0.0434230920428221	-0.0233479504939142	-0.0824515029539977	-0.00683191153079771	0.0916385281911157	0.0203261747517039	0.0639599058902109	0.0826993626572547	0.0463561932809708	1
-0.0372165071486481	0.000896547360304011	-0.108469449848468	-0.0476162422129635	0.0701721274270996	-0.0778474994985274	0.0196260116110313	0.0361202362499519	0.0376788340069159	0.00545375078284435	-0.0162205497721718	-0.113981017152377	1
0.0178761368776959	0.0509084071291269	0.0669420238400212	-0.0095535249778077	-0.00328654003199713	-0.0416372759544072	-0.0143106875197081	0.0245991869788964	0.0213621215488759	0.0367543511914877	0.0230238857029685	-0.00991336970656552	1
-0.0196940416404775	0.0020219827990432	-0.0305219854119985	-0.0195313241358901	0.0230798199483128	0.00570852804762004	-0.0936169028147616	0.0618505425251853	0.0308130649711286	0.0650804555916657	-0.00755153929437757	-0.00870136703632278	1
-0.00180845009140559	-0.0518513298379101	0.115508025636092	0.0277205686322136	0.0746394364752153	-0.10102301154875	-0.0161243165624218	0.0330610073013251	-0.0048079379239272	0.111847064583236	0.0651787550074386	0.0351506268391503	1
-0.0319887927301723	-0.0645477729508499	-0.00829452855142909	-0.0822506708891098	0.0769703269541687	-0.1568742595995	0.0119531952797093	0.11027865326488	0.0342773428714253	0.0180510474968676	0.0664151152065153	-0.140911520829734	2
-0.0726824126304779	0.0445196804606178	0.0381669308510783	0.00588452324680784	0.00346087681212434	0.0133003450374515	0.0784044985641922	0.0283724315215463	0.0420569466017997	0.0262698706687191	0.0265147592486615	0.0444948100913679	1
-0.144582447450429	0.00903477078630318	-0.0511000137185727	-0.0142629188540278	0.00849509628408372	0.0442316385284038	-0.0704098380777888	0.0121139647692081	0.0197604408332144	0.0328513057673812	0.0222844346582438	-0.0277605415324175	1
0.0469208371213835	-0.0374038315791965	0.0454631092067158	0.138854858725757	0.13483271414329	0.0912225897139834	-0.265031544992213	-0.302329528167562	0.0807972379150299	0.0170765127292008	-0.0267635915684203	0.092966047273501	2
-0.0346353407709009	0.0785383753925536	0.0415658840592949	0.0867326540944461	0.0537359493001264	0.0446588500052868	-0.133082503854803	-0.0664982200306707	0.0388067282044547	-0.0248461974766524	0.0154969515561593	-0.0404074407270972	1
-0.0141869744953569	0.037600195591349	-0.0748521946601957	-0.00602512653013347	0.0902348841392122	-0.133469858325129	0.00829533318353802	0.0209852579515859	0.0282523548461439	-0.0472122030447865	0.0560408957524574	-0.00502880489829516	1
0.00142812394642225	0.0837432832798024	-0.0582383895197283	-0.0319927848289078	0.0577277205847966	-0.0761490276041064	-0.00330918932090785	0.0249099771715761	0.0823499298743065	-0.0797027452577667	-0.156186616447554	0.11420507560727	1
-0.0351537888063869	0.0700031697220646	-0.00770901755686325	0.0525956292240255	0.0436259092454288	0.0265469752284692	0.00185462021027947	0.0258394365674097	-0.0139212890482189	-0.03384905393948	-0.0427957457129494	-0.0366648243195275	1
-0.083372355435495	0.0417049783662469	-0.0107528475959025	-0.00981347876971784	0.0120038611992181	-0.0148474896342609	-0.0169356465778545	0.131313837564239	-0.0455004885368742	-0.0148445168314693	-0.0284161958427533	0.0179351274682201	1
0.0461352000878793	0.0482030397369343	0.00508194907986057	0.00393265630377684	0.0521514120937463	-0.00510536352169595	0.0118406345319273	0.057234798308967	0.019667279690469	-0.0946074268278818	0.0116531281582607	0.0820153239888231	2
0.0388661127773892	0.0208618987300418	0.00967050234044762	-0.0228008272228986	0.00800878649427118	0.0601728563356732	0.0486086155718735	0.0980437450661978	0.0484752592064186	0.0802454246868271	0.0734502707169891	0.044489727249836	1
-0.00942272139084201	0.0645706225952372	0.0368744694864359	-0.0219074647445602	-0.0153946923424996	-0.0164496351108814	-0.0300594094853982	-0.00747240494457466	0.0353718130876344	0.0418073703526026	0.0306261069335189	0.0412733241613933	1
-0.00879098393811353	0.0729445662226711	-0.000741260521099766	0.00123482243255856	-0.0073960090925878	0.0709708024276433	0.00270525131983353	0.0405074932571355	0.0353034848709639	-0.0108836684025385	0.0224784007815791	0.0450247830888669	1
0.0467661517559678	0.0926586320970762	0.032058760467167	0.0272081660228677	-0.00497770270248463	0.00238081040595811	0.022994555278184	-0.110721208175603	0.0393009328147549	0.03804286341235	0.0570036469661681	-0.00417030883159099	2
0.078196451236056	0.0434743278070338	0.0420316256734014	-0.00959093034721745	-0.0461523070990479	0.0832726178460009	-0.0334378950320237	-0.0500007461568581	0.0137122831916132	-0.0197066063268154	-0.0428385440117244	-0.1073049343901	1
-0.159780316893441	-0.015894805724519	0.0646374498193642	-0.0438268502327393	-0.0766325232404379	0.054551585789029	0.056892642653733	0.0188210217887274	0.000404809564987714	0.0290237678706432	0.0342354109067302	-0.0646416048314843	2
0.0517052127899844	-0.0174526926356661	-0.133471277447347	0.0334317974160915	0.0629361057074937	-0.0714595557246389	-0.0102256405803777	-0.000119422753888186	-0.188296399044977	-0.0200958803579468	0.0237177885552272	-0.0426663352795383	1
0.0272800790116824	-0.0280804977396353	0.0701843353925513	0.0845538198294218	0.0786600606824647	0.00216917414952596	-0.0449399633344459	-0.04130224557873	-0.0593119202095328	0.05852717425632	0.0297594329600867	0.00686326812516927	1
-0.155164138401135	-0.0299767049471378	0.0157422099232324	-0.0418594691935461	-0.00884560988568	-0.0134089399859789	0.014137138977536	0.0166412958336343	0.0317047326458249	0.0503129822805318	0.0512132093527796	-0.0406638161414815	1
0.0169182821508048	0.0094581507363314	0.0565204109746663	-0.0742082571884445	-0.0774698661312403	0.0241915823330262	-0.127088759983526	0.0666518404451652	-0.0255292370880573	0.142241666658685	0.0391636234110607	0.0199673501448399	1
-0.0304028958192097	0.0715593974641098	-0.0809954581270313	0.0565085499978932	0.0957809290411904	-0.0156700472755796	0.013411643383057	-0.0398466791428667	-0.0531849902580588	-0.124624895315054	0.0627958915574401	-0.0978304343238573	1
