"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"SV30"	"SV31"	"SV32"	"SV33"	"AGE_GROUP"
0.00352916308251844	-0.0471590933204451	0.0372730661341691	-0.0126811992884578	0.071495532406582	-0.0313782162557435	0.0229435590726795	-0.0424842269002321	0.0129360460460298	-0.028387346294176	0.0321476027124702	-0.0299808661040417	0.017702318774512	-0.0450394016532753	0.0628615622597239	-0.0165391647066648	0.0106621620122724	-0.0183498077393583	0.0144651327944217	0.011631494244528	0.0435650359430158	-0.0337314633731982	0.00268643202051075	-0.00242341408865269	0.0568234603602843	-0.0598074519960743	0.000438728949685807	-0.088309557253152	0.0643365745806622	-0.00560699092434729	0.0244997639009823	-0.0305470743409718	0.0265944345973341	4
0.0237452788745955	0.0235591656319788	-0.0285900013519694	-0.042438772533027	0.0232170637048078	-0.0379464789678007	0.0169385135870664	0.0556766718929314	-0.0187163694287245	-0.00726539566588572	-0.000727344406836153	0.0370402946734299	0.00905155362380924	0.00408975575063079	-0.0218233227975888	0.000178298981067759	0.112403380129357	-0.0205383284911931	-0.0254520880357443	-0.0199979587800677	0.0535318716080462	-0.0433885089071736	0.00567161663306194	0.048790669077202	0.0330837535625837	0.0108647278636978	-0.00602465174484539	0.0227498736248113	-0.00532423902707594	-0.0384060099953319	-0.0266361981558948	0.090271347361591	0.00206047313534104	5
-0.0677138380503163	-0.00673883104398498	-0.00448159067077667	0.0254919101879426	0.0133165085537882	-0.0456018189393723	-0.0181523811549789	0.0373432044546875	0.0186054668272101	0.0374998054372293	0.0126613154103101	-0.0438320811093957	-0.0296936231980594	-0.00710847332505007	0.0590417562843772	0.0209043173763253	-0.035424266492782	0.0123490692134702	-0.0187925006026226	-0.0436284903279044	0.0143386438970021	0.0195405000432175	-0.00593239355945166	-0.0257539954928457	-0.0318282857270531	0.0535294980246439	0.00108952129304381	-0.0244698654875447	-0.024562646874641	-0.0504886634804799	0.0153200362413519	-0.000242306732900432	-0.0533408986004148	5
-0.0697706930711776	0.073548600596177	0.0473840315158146	-0.0351686885301654	0.027676708761054	0.0949900154674911	0.00118168641460695	-0.00634427245741667	-0.0440266889149093	-0.000988814634979907	-0.013275882819927	0.0187116267565066	0.0633742280381518	-0.0464864006245031	-0.0954742382174498	0.0349437676611571	0.0204832475724929	-0.0348262666547893	-0.0517204745435121	0.0151170936236061	0.0597217628543238	0.0398254931931878	-0.000523148458604203	-0.0256275932537906	0.0395726835565844	-0.0554133744239842	-0.0357866225037418	-0.0442804212796058	0.0478873134091644	0.04623336423704	0.0182396403876708	0.0675900114960362	0.0297273089762866	4
0.0369441188410666	0.0494944197548956	0.0138562584260511	-0.086428162839202	0.0255702225519495	-0.0526149653179805	-0.000726218177468178	0.026439688392016	0.0324882045223542	0.0620181637353499	-0.0021480192536764	-0.0139793487607176	-0.029196628140726	-0.0264105760286911	0.00352597022104914	0.0176700316367227	0.0194210772521262	0.00715571470304063	-0.0850861888366179	0.0677000324439305	0.0274446623037873	-0.0067004622149372	-0.0570328942399625	0.0203586944547335	-0.0261381076440245	0.00508842787223041	-0.0636576046732899	-0.0367410044168784	0.00815645930543955	-0.0274516037812746	-0.0852589756265864	-0.0135014654592876	0.0209958078170899	5
-0.0435615102079325	-0.0287916734106917	-0.0164855109715331	0.0158720336688112	0.00653153964619434	-0.022601689111563	-0.0263908837024295	-0.0150712484029843	-0.0654588695161736	-0.0150040124669365	0.0664040891497905	0.0541663502492039	-0.0182646302869382	0.0251506396359461	0.0170086122637375	-0.00706598312340511	0.00499689278176404	0.0833702293207518	0.021756624699447	0.0165957503129413	-0.117974462024132	0.0133259339854079	0.0162010900192029	0.00993493672076446	0.00259284077061762	0.0395444547547252	0.0155249860025371	-0.00379359935523382	0.0239743838681053	-0.0407894855902616	0.0171381343863582	-0.0221285278515267	0.0766421645508438	4
0.105879336322915	-0.102863136772565	0.0803302691355388	-0.0483858914453975	-0.091700243816708	0.0632014611117007	0.0534698549088356	-0.0238811528274737	0.0333790694316788	-0.0643073281185181	0.0292818563071345	0.00956667425560026	0.0199796822652818	0.00325167322440303	0.0192711066630215	-0.00683065139284634	0.0661856567097673	0.124752655011415	0.0351763557220236	0.0140409960444647	0.0136248191066616	0.0560053278361452	-0.0663732916484987	-0.0876264046904096	-0.0744662469002042	-0.0240813992910009	-0.0143074494637051	-0.0716543554191104	-0.030852505391449	-0.0674077876004966	0.0138845200296833	-0.0652949953376798	-0.00962617160979489	5
0.093947292029179	0.0318344889877392	-0.0122610545087373	0.0160016205706077	-0.0178031965763897	-0.0046028983126018	-0.00888027669201527	-0.0407026234660346	-0.0402704265920416	-0.00373828960977712	-0.0805727808497535	0.031168719789711	0.0276832466644558	0.0832724700101457	0.0646653270664099	-0.0805735625190505	-0.00444776194385357	0.021615421480645	0.0222862069951877	0.0190066374948084	-0.0777060094701489	-0.0902176547532361	0.0218992319310206	-0.00820122638208299	0.0558007389804741	-0.0390287770801158	-0.0883443491255166	0.0966326538010926	0.00902391231684008	-0.0372438509729725	0.00883065182328186	0.0237395335146144	-0.0649993239142168	4
-0.0382143785749975	0.0789103089027999	0.0711640842926486	0.120418125528719	-0.0667223266105553	-0.0217216258202524	-0.0189105946248561	-0.029628134755235	-0.0192170302812264	-0.0110079373951054	-0.0043273580293669	0.0452385830470488	-0.0227388192420208	0.040727663129626	-0.0372700389176561	0.00836757017777668	0.0428532713357673	-0.0306818757474151	-0.0234478961347915	0.0308056054977509	-0.00192491263196398	-0.0374174566052903	0.0151494889222918	0.0776929780155193	0.0331417403428977	-0.0217870967275971	-0.0310976953309565	-0.045615674822474	-0.0564392348383784	-0.00136280221530244	0.00254624892045692	-0.0309444368673707	0.0456363124698366	5
0.0168617095097965	-0.00820868675057438	0.0478139197596678	-0.0532230306265105	0.0300149500866286	-0.00286586774777556	0.0100522086071844	0.027647762790764	0.0765224845718077	0.0631328493377237	0.0546317732132373	-0.0648754151392943	0.0133504503575261	-0.00415623603018403	-0.0401281376128368	0.000118430369658504	0.136562614205707	0.0284672978358565	0.0171838188077361	-0.0532166639753885	0.0185649821005344	-0.0763720281271889	-0.0165865328996221	-0.0300413101252556	0.0377757360107415	0.014143755505076	0.0587154298382459	0.0280437231399753	-0.0640717470515846	-0.0209537217791138	-0.0704596849891626	-0.111948179977938	0.0992653120740969	1
0.0259983988670575	0.0016534607343785	-0.0917146737118506	-0.0269311775348081	-0.0276122366208835	0.0228098951868387	0.0681694118355757	0.040138242493932	0.0272467046481864	0.0459817879403149	-0.0352570074547804	0.0973787826222214	0.0575279133810948	0.0681966874028256	0.0100388129849593	0.0139509719170838	0.0241243916282567	0.0458463383778869	-0.0056765177209969	0.130617262637399	0.025894729808065	0.0274732941618572	0.0106314738294979	-0.0316249662579901	0.0654125730126152	-0.0113855060835142	-0.0272390338138595	-0.00914919390767505	0.0143666810921794	0.0254039630856736	0.0581454803545773	0.0346581182010988	-0.0469822102246156	5
