"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SV22"	"SV23"	"SV24"	"SV25"	"SV26"	"SV27"	"SV28"	"SV29"	"AGE_GROUP"
0.00861042475476402	-0.0469676499681837	0.0186302371258819	-0.0257073438203125	0.00505952327895481	-0.0318629682764204	0.0104826216538547	-0.0966642119812517	0.0265991725399428	-0.040249166833128	0.152566710254076	-0.0796285001248432	0.0357960369653542	-0.00348254610055542	0.048355203032747	-0.0211044643555409	0.0918923168629132	-0.0201568777112369	0.0163209848396228	-0.0768989983741005	0.0492067655192888	-0.0684585682162737	0.0441113221664795	-0.0555565393927992	0.137223218960777	-0.108077402181547	0.00725145450824126	0.0721183290737108	0.0685493033084035	4
-0.020500777422054	-0.0311738808652003	0.0329708160286145	-0.0500584993451354	0.0738044975515751	-0.00598735706952927	-0.00112906267650459	0.033669317331161	-0.0950537348920497	-0.0284492865379584	0.0353159002808533	0.00127855181120173	0.0472510010697164	0.0385372192349494	0.03040042157471	0.00243339432252523	0.0217808796048455	0.0214185051695101	-0.00282034088093641	0.0109589788149645	-0.0148344935880663	-0.00188725622203351	0.0614340528380014	0.00200302730649128	0.0406320264403361	0.0293753123888071	0.0284206018441116	-0.0176883393497006	-0.036509104498101	5
0.0282205910446839	-0.0551357525148364	0.00427117267951319	-0.0983052856816075	0.0376931201656557	-0.0504805725951937	-0.0110743038600233	0.0172992369675454	0.107084594173182	0.00865492041700335	0.0584410136620933	-0.00708604284089992	-0.117290641779468	0.00121219242632281	-0.118943181470745	0.120738407353398	-0.0326461208939782	-0.0508444272773944	0.0536164164938903	0.00295785423869324	0.0250266400308766	-4.34139368979541e-05	0.0658243350318945	-0.0378584055482488	-0.0176588346058562	-0.00930790910096072	0.00996167269270161	-0.0232589657734357	0.0380413447149855	5
-0.0642375451521288	0.0261268753264936	0.00445493773574293	0.0829566246005402	0.098201944918385	-0.0548888080800672	0.00489797523709859	0.0686133943012082	0.114655759839522	-0.0133467645087574	-0.0682386237597763	-0.0712788180648611	-0.059572834523453	-0.0572447247709401	0.0504632881222863	-0.00102475017623935	0.0363899884434387	-0.0360548729957177	-0.0294587914495638	0.158785513277386	-0.023951507695309	0.0373717231390531	-0.0207278286781848	-0.0456694810574707	0.101259190803814	0.0302204417992556	-0.00581462816125105	-0.0118866294131338	-0.0542825200909968	4
0.05954031801495	0.0210981102952873	-0.0136451143076301	0.0478994268731066	-0.0769929754412765	-0.0129126011842954	0.0394147137316878	-0.0418708976356977	-0.0207976198097286	0.0127498627647429	-0.0144436111077021	0.0156698484406808	-0.112108177246214	-0.0357326313871503	0.0401132171427041	-0.045504732424825	0.0679254223287451	-0.0387620752297615	0.0145884003503895	0.0688682110673118	0.0706284892045644	-0.0424135449589175	-0.030119717485038	-0.0309895852947388	-0.00970857465807515	0.0490826837389717	0.00160933951974114	-0.0195436794706077	0.022974090510227	4
0.0273559935353854	-0.102466364781462	-0.0209429330096645	-0.0033215565393635	0.0123911378851821	0.127481416466868	-0.0503375688345233	-0.00565905101779371	0.0615288658151613	0.0506896977776728	-0.0433542241782722	-0.0403931590064977	0.0357881917506018	0.0550513352915875	0.0173979869274353	0.0554165336790876	0.0235382981104803	-0.00712929180519759	0.0666096512235978	0.00362535613884017	0.0663053287817756	0.00857394745792856	-0.101026515770841	-0.0862692088925495	0.0964383294518138	-0.02864320110538	-0.0528318461943262	0.023541979915717	0.0579970308169961	5
0.0249356627651723	0.0737786501946605	0.0357599450152748	-0.0242455164579084	-0.00571685220243532	0.0784773061104476	-0.0360915436254392	-0.0580146623548738	-0.0603916019702985	0.0360274268103354	-0.0386874258419829	-0.0244628078512942	0.0111705711016488	0.0458192090078772	-0.0717595034360087	0.00422197784284462	0.0250255852030055	0.0441511190327668	-0.0662913704175609	-0.00800728968037016	-0.0259587311935445	-0.0754703697354218	-0.0344655756188979	-0.00749150337096592	0.0251482894102365	0.00522951407952976	0.0512209302770813	0.0283354472619278	-0.0512925194369953	4
0.0536680587858412	0.074206667160557	0.0102042772539167	0.0850333368981156	-0.0466641804744244	-0.0316455965473385	-0.0677101979897992	0.00145567243721345	-0.00458380635618992	-0.0317933167960055	0.0334592150856913	-0.101803508949898	-0.206283852222948	0.0991916785482322	0.00178210263281314	-0.0098851075419689	0.114049009021284	0.0831632750522417	-0.0215784376933597	-0.0626741319337348	0.110168183152593	0.0143210342786166	0.0782994811596457	-0.0491589806634668	0.0374032846223007	-0.126497593944999	0.100463719252215	-0.0413278975859753	-0.0150784156186439	5
-0.0266532164890609	0.0260705372714235	0.0399257727157585	-0.0616657935787299	0.072162627021487	-0.0536688172952395	-0.0102913303759011	0.0588773366603063	0.119163555169316	-0.0132313702000843	-0.0609154397007304	-0.0330798956038991	0.0476734904684744	0.109286262070343	0.0400885970548443	0.0181230817020116	0.0170990603435545	0.0460976865127704	-0.0966404576401491	-0.00389769431489109	0.0114878472896406	-0.0815958400991096	0.0420473237853316	0.0337453517091064	0.0219695396149844	0.0491093075648183	-0.00543026426447862	-0.0414659106101739	0.0323618998920965	1
-0.00900816108299583	-0.0241055582188088	0.0900184250438959	-0.0126837093679973	-0.00298617628595807	-0.0518890247153637	0.045127173084001	0.0608416389404641	0.0329912321437693	0.106995915187262	0.0424607380520936	-0.0749009815024587	0.020793887836535	-0.00537048690505112	0.0285442270407408	0.0516675469203302	0.0629387193303912	-0.031418015581419	-0.0234094697381523	-0.0528746879888468	0.190249734457616	-0.0445123108247296	0.11524567065047	-0.0901929188359377	0.00345283009765401	-0.197231668948915	0.0312126483747788	0.0515218015260245	-0.0377312501933812	2
-0.0291217348453578	-0.0216680566067359	0.0444041672913326	0.0485548022023713	-0.0419003654159598	-0.0748834262934069	0.0763742030623435	-0.0690727747123917	0.0287697040436474	0.0316819889330334	-0.0496338457726437	-0.0183098607730468	0.0213273915051714	0.00966086242168808	0.0185673532259031	0.0589701511208724	0.00945931973024666	-0.0353838368210873	0.100839753401067	-0.0331244967650288	0.0301434600317403	0.0965620343720276	0.0609547045001049	0.000310486321957858	0.00794939754608989	0.0172394012511692	0.0266615413598631	0.0355304020310134	-0.0425600741237257	2
-0.117949294301344	0.0915881681039546	0.0170753038737438	0.00169522032833111	-0.0135073600470818	-0.0433228938212642	-0.117622909318314	0.0132024622487675	0.0631303256921183	0.0941739772554595	0.0402314644004484	-0.0618441035091696	0.00772554354334733	0.0363049194235865	-0.00317370800434968	-0.0137244585196528	0.00727220108218965	0.0222637598500436	-0.00412067279026912	0.045467511057575	-0.0156520940433236	0.0180165022102447	-0.0173072274755676	-0.00102019859378888	-0.00519093881327573	-0.0638738745907775	-0.0527244892099159	0.0574826097596397	0.0658038215489863	4
0.0232583842166146	0.0377530309072775	-0.0906107984543245	0.0116780684265446	0.0124991938555941	-0.0123161348390347	0.0572433624366674	0.0163583379129952	0.0696797289589268	0.0355458981461247	0.0603923417427611	-0.0896017060345196	-0.0605841133770912	0.0255226697455867	0.0875883377349946	-0.0681729371379931	0.0295428049797088	-0.0617826413179508	0.0756873451489957	0.0685484536203345	-0.002832000584397	-0.0782138444198693	-0.0840987074890877	0.072919814502294	-0.0302887438117212	-0.0258621892711304	0.0638507377547024	0.0732491863739516	-0.0399867077558122	3
-0.0775374293386104	0.113067051298441	-0.0170783103062918	-0.0473432803997081	0.0158843606406857	-0.00130418819973872	0.0348123875525441	-0.0692990038159522	-0.0134990857878285	0.00978403398048855	0.0475903406452534	0.108717349526868	0.01240692638732	0.0142278071561617	-0.0406039601174732	0.0271321551031605	0.0691971569716462	-0.0372881362285372	-0.0828188715768057	0.021165516525789	0.0448919176999068	0.218451260644497	-0.0471826392830601	0.0432319228042124	-0.0101647962480671	-0.0529944580712418	0.000271143591545833	0.0243478357760259	-0.0815097757962465	5
0.00647804880838067	-0.0145679821712231	0.0220571710671875	-0.0631976603280993	0.0465342923598106	-0.0165314208333935	-0.0244931204144767	0.0291707054161288	-0.0467641680463659	0.0867021051408196	-0.066456578511143	0.00048750604852843	-0.0113677727383139	0.00335956071746962	0.00431879228620487	-0.0444874529866082	-0.0505225350211667	0.0369638990452091	0.0361931987053892	-0.0162972692282398	-0.0440587715508294	-0.0168668736301227	0.0300865596416114	-0.0181214380727681	-0.00221739524472822	-0.0200677129846813	0.0189486434635518	-0.0434387810369865	0.0817874372595375	2
0.0092373075308637	0.0540271130705124	0.0559573867128547	-0.0263974436401656	-0.0254548321345815	0.0174477140379352	0.0111706782918143	0.0383223048482007	0.058174498842208	-0.0147786622058459	0.0414919094517182	0.0737473479494083	0.0926121395670759	-0.0196520796345386	0.0163455826855664	0.0244540655678629	-0.0659289004332016	-0.00825399196873786	-0.107709103060946	0.0589751110825454	-0.0678200367376974	-0.0388910931398732	0.10860813634771	-0.0388160035055684	-0.0110241212615444	0.00767074405316345	-0.00770350056659353	-0.00383518634225129	-0.018140125478964	2
-0.0345490820283776	0.0105654011809872	0.0350491510851174	8.19728423021743e-05	-0.0581945913431219	-0.0906498996939433	-0.143923788621251	0.0394235840883677	-0.00295736180282463	0.0682311485915595	0.0381339953862883	-0.0058709584822457	0.071522766958501	0.0255486277430962	-0.00657012890767905	0.00850994945237105	-0.0648142240676675	0.106108960911124	-0.00422225096553545	0.0295413410133477	0.0549265198680144	-0.0181642326807872	0.0366595834153143	0.0245929178677833	-0.0537832226035674	0.013564697876569	-0.0240030631173582	0.0082887545109413	-0.0796199164964635	1
-0.0134008978967962	-0.0412126322040698	-0.0110622272316886	0.0213410857355621	0.108530266423694	0.102841915538162	-0.0239408227663328	-0.0589082758663432	-0.0131249106422076	0.0467078448985521	0.0338245828816215	0.057792588281334	0.0690402216189901	0.0564867873969	-0.00800064507824388	-0.0100187464320401	0.0230060951217681	0.169945859119543	0.0449614863025244	0.0293087394397332	0.0137903015760268	0.0379694983618641	0.0452229464821592	0.0203006839610092	0.110063432909781	-0.0753081122032064	0.0428439987944966	0.0776853291077048	-0.0183363702360496	1
-0.113813543666627	0.0321238244639068	-0.0665003981110753	0.145983713267303	0.0952741582843602	-0.0462601667304125	0.0320299254743589	-0.0215587448434817	0.0311774537509988	-0.0436509216711284	0.051239712855963	0.0306036671113075	0.0771800161775243	-0.0413607820538268	-0.111610233590964	0.0927635261113736	-0.0243997591570836	0.0422475509503627	-0.114150624365269	0.0284853622140146	-0.018787312978379	-0.0200627895278012	-0.0400839830806285	-0.0644930086289227	0.0459759489251077	-0.0663781664616718	0.0130048540991429	0.0255578348896189	0.0130262432269516	4
