"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SEX"
0.0740266927695816	-0.113616557797139	-0.05075865204959	-0.0191138756291361	0.206813328031916	-0.000578572430150561	0.0384554993693019	-0.0295066224676431	0.0542082003131862	-0.137524176287664	1
-0.145685571867384	-0.0964470689526342	0.157356236214251	-0.00627134905838641	-0.0774141373057303	-0.0456269732455645	0.154542188458083	0.0287715560718712	0.0511166959779576	0.0464129722690753	1
-0.11558775697146	-0.0579257687763071	0.0373938045087842	-0.0352225846031015	-0.0295626016430831	-0.0291019305751753	0.0859624806793609	0.0126762935593907	0.0403599316242755	0.0504959740196335	2
0.0984407601861362	-0.125030776671605	-0.0141290442362388	-0.0391845756229636	0.132276246139866	0.0111832282253619	0.00465391970733285	0.0174292422671204	1.39047322911118e-05	-0.0345506003054167	1
0.131253066140194	-0.0624503990995742	-0.165340572708611	-0.0645946382505387	-0.114703204880154	0.00827306558838636	0.0699424079193421	0.0258899238280729	-0.0381747344810703	-0.160219550399058	1
-0.0728718492284949	0.0233400506472557	0.0179840263295163	-0.0852563780836574	0.0146907111717191	0.0174541812060731	0.0177953721744426	0.0320946308042932	0.0130767283900364	-0.0650989189848404	2
-0.0691986522441611	-0.00415007196961603	0.0611486727463	-0.00690235130383712	-0.136665326462316	0.0285304443149165	-0.0139241194939854	-0.00591054281099165	-0.0100772442385547	0.066587196663615	1
-0.0784876681509676	0.00280257415009683	-0.0146394743708579	-0.0753577289008434	0.0128058415158542	0.0341162412299658	-0.00968545256937486	0.0195030280520555	0.021084973519749	0.0262554479191204	1
-0.0817914423917307	0.0100930429693239	0.0581839890901279	-0.0815526354614984	-0.0105213755786616	-0.0357855434975794	0.0240737497468152	0.0321986541820097	-0.0382010870234819	-0.0168886718244067	2
0.0966953654807362	-0.139880340702164	0.160288191470022	0.0104056359648625	0.0854056342269241	-0.0010199105942955	0.0249892125359411	-0.00176033918747259	-0.0527815766154568	0.102250402993602	1
-0.0048809922980975	0.116806006689223	-0.0168320977186916	-0.0648815302243682	-0.0538211723146639	0.159960242491749	-0.038025832717629	0.0480817978364371	0.00218426884471801	-0.0656108606140427	1
-0.059214798929498	0.0395686487465574	-0.0355181155106422	-0.120785271113243	-0.00863282850347936	0.0210539778879922	-0.0489476392710786	0.0168320265527611	0.0381847567762695	0.0323053593632928	1
-0.0338281837183288	0.0830551811009408	0.0201679351103244	-0.0493043687886383	0.0277892022738788	0.0834972236184066	-0.0339710141408777	0.0460823958915738	0.022158335078368	-0.058636417767361	1
0.0970091402182706	0.145144857042199	0.0146984855305823	-0.0119847711039238	0.00617933981800725	-0.12093350230054	0.299922510138886	-0.255410838043801	-0.0746620740622032	0.0876890441985392	1
0.0016830701382936	0.0990045818660712	0.0988570933610949	-0.0623552212187687	0.0555610167669579	-0.0435078630938616	-0.0668014287397979	0.0670931366692137	0.00965373417161008	0.0849851990092657	2
-0.014037929338042	0.0914972564618578	0.0108883935719719	-0.106604785647583	0.0261153971740469	-0.000324804520495547	-0.0394633738287193	0.0407003764114556	0.0122471862904616	-0.0320526457534096	2
0.0401325537596124	-0.0851633162880619	0.0269642472821981	-0.0246942470112871	0.0230791134537651	-0.0809144235030608	-0.1314654503346	-0.0392394193242166	0.0040463520506519	0.0995268013543132	2
0.0830364854524447	-0.0499678430535905	0.024791717281729	0.0894716855543811	0.0246697904768963	-0.0367372109304079	-0.0343126485888302	-0.12742743009037	-0.00560734488499812	-0.109657795180322	1
-0.0602388973137927	-0.0174271591943022	-0.0492042041002476	-0.0358177844455756	-0.0507332097046159	-0.0244976075516757	-0.0713319278902062	0.0319475699618476	0.0202484830032196	0.0751563241224224	2
0.094637892744813	-0.12472497475538	0.171857297077111	0.0123866098123505	-0.0305520882736715	0.176626859877698	0.0283966195936446	0.0384976503637284	-0.0611994828927372	0.177759853651113	1
-0.0807119442332872	-0.0192638215462993	0.0194065271484837	-0.00735003884332091	-0.0267324362784923	-0.0239802013815015	-0.0315353076378831	0.0323087734566214	-0.0120206295639296	0.0941708337166295	1
0.0352994444077906	0.0814537707392643	-0.0850897078326994	0.0212321429397946	0.106128271594077	-0.0337828990786745	0.0455396750552032	0.0158567153289228	-0.0936304444236596	0.0200538715897706	2
-0.0799062618484105	-0.00999451883619005	-0.0437801492608615	0.0976548412599208	-0.0525237490297562	0.0609963207354532	0.0616735645624186	0.0153817141397641	-0.161754147067417	0.109993298147361	2
-0.0686629640990659	-0.0244922850228979	0.0862332027070326	0.0930938273807631	-0.1471992789061	0.0593312906432548	-0.0224548905696218	-0.00418373220725073	-0.0156120746636738	0.06574868660599	1
-0.0666655909905109	0.0532851125539549	0.0471155125724155	-0.131923290393501	0.0351670619245302	0.0087164091490932	0.0439909399820667	0.018905209606661	0.0691368306589549	-0.0252694871365801	2
-0.0109387816458595	0.0941994661675862	0.0102528066799594	-0.0405989516729254	0.105372813538304	-0.0517727596578453	0.0151304161400859	-0.0771671831763466	-0.0233343068946401	0.013714275586086	2
-0.0492280203952277	-0.0108903134249915	-0.0192731273593314	0.0178104683570185	0.0273873952722783	-0.0717552644322569	-0.0641448623577639	-0.0611968543373577	-0.00210871742554565	-0.0209509944656974	1
