"SV1"	"SV2"	"SV3"	"SV4"	"SV5"	"SV6"	"SV7"	"SV8"	"SV9"	"SV10"	"SV11"	"SV12"	"SV13"	"SV14"	"SV15"	"SV16"	"SV17"	"SV18"	"SV19"	"SV20"	"SV21"	"SEX"
-0.0350117952813671	0.113547558176844	-0.0136672790369245	0.0273401836707238	-0.077484928394634	-0.0258459015488014	0.0278702413148508	-0.0283160831943181	0.102106583533632	-0.00490816869537637	0.0149709396375922	-0.0474516542141595	0.00331262062199241	-0.00116248390112897	0.0027809584859954	0.0116149700203668	-0.014199328919539	-0.0324266459912183	0.0812422931418896	-0.0308302250031499	0.198579163708862	2
0.0674817500329243	-0.0784009603453927	-0.02841919066338	0.0360741282142555	-0.00492913920237575	0.0174844052833969	-0.0531756026545301	0.000121528221267979	-0.00581216392500208	0.00655470513808817	0.0141224039761077	-0.0501912930203591	-0.0540601155284999	-0.0940901910707096	-0.0495287290273825	0.0508657010654942	-0.0216602800467421	-0.0307938631986718	0.0115242764888279	0.0309879355655751	-0.0506417735298728	2
-0.122739670772291	0.0338504746893685	0.0879543585076437	0.0431144884830369	0.0324069270349602	0.0771900729816264	0.0372718994633844	0.0896469350941315	0.145284226749846	-0.0072831157511096	0.0300779382916556	-0.162530411837876	0.113670530889034	0.0623612979864379	-0.183713100648017	0.164472924366086	0.070712888954547	0.222666403150698	-0.0682218084021636	-0.0869672867332406	-0.0116236797792039	1
0.0192735795081292	-0.0509795968374399	0.0340632845122577	0.0394946944857563	-0.0810190043288048	0.016455498535555	0.0310436758960577	7.24454079034931e-05	-0.00501420265285496	0.0345142023005624	-0.0598797233952467	-0.0328812868763994	0.0550348577529439	-0.0125977555758114	0.00909367772206955	0.0317229874926636	0.0182149672286053	-0.0310496738796192	0.0224587860159392	-0.00187867063833904	-0.082930358616373	2
0.050750635852525	0.0470855165223245	0.103951938779777	0.0107053189697812	0.0711744682106302	0.0771369521714208	-0.0566747911849615	0.0636274340467907	-0.0110756775374923	0.0174968288441878	-0.01937721876447	0.044007577184253	-0.0036568300686909	0.0056329531380549	0.0110712831596878	-0.056386578212764	-0.0212890614098471	-0.064245611975301	0.00775619651880771	-0.0595342209030068	0.016829866169892	1
0.031604038956079	0.203910672448719	-0.113416130107497	0.05947317006702	-0.00392172456647687	-0.117982113077426	0.0477183310375018	-0.0142521584459141	-0.000568985360884455	0.0643030637568303	-0.0125147991113331	0.053606520369845	0.0192088852601337	-0.189517662764982	-0.0600642925605428	0.0310946379049672	0.141217546181484	-0.0411277966755222	0.0523756960155479	-0.036298337654414	-0.194518710068274	1
0.012126404811808	-0.137889040757042	-0.0575750814468601	-0.0266619317235851	-0.0183971329115914	-0.00463698151482156	0.00192412903831318	-0.0016654868870442	-0.110144650855327	0.00878726878086214	0.0511103021515927	-0.0695270448765186	-0.114609026432688	-0.135037690032283	0.0120859498156827	0.00319703495623728	0.0491559022871934	-0.0413387447110506	0.046949913225938	0.00752550090122719	0.00489022145306951	2
0.022381807005865	0.0958121057850091	0.0846058292272776	-0.0744991807182037	0.121216332833901	0.0303598313633766	0.0302858064265337	-0.108046801948872	-0.0483457153789661	0.067107128207927	-0.019675015875161	-0.108074935831739	0.0667797003458168	0.0252357148898483	0.0581109585725552	-0.055423422919155	0.0537184944793337	-0.0115150129976924	0.0157254700761666	-0.0404992262223774	0.0376461383705858	1
-0.0713254638755818	-0.0312155080859708	-0.0258582858583057	0.0823622652572532	-0.0907148287345967	-0.0697169117742462	0.0351421991236757	-0.0125949368047241	-0.0777186305535466	0.0707183875902164	0.0424900536508981	0.0900493589179599	0.0581050977070783	-0.0324794928643034	0.0487241886088169	-0.0280058114060494	-0.0314907319492247	0.0968117835602222	0.0557826137083278	-0.0739801880650783	0.00507629441308155	2
0.0246175093084996	0.083506040262376	-0.0308759124124985	-0.0457569967703007	0.0529540374569645	0.00230550558276243	-0.042911328772472	-0.103596253895126	-0.0292487788104823	0.0361411385447917	0.00788118480138494	-0.0649004735413235	0.00475683937030057	0.0682417331551569	0.047416225753237	0.0206335734982255	0.00286911918295454	-0.0718172601818118	-0.0271207088447176	0.174494324544021	0.0705604852826989	1
